2021.07.12 21:10:00,USDJPY,market entry,-0.1,297
2021.07.12 21:58:08,USDJPY,market exit,-0.1,312
2021.07.15 20:03:00,USDJPY,market entry,-0.1,250
2021.07.15 20:27:20,USDJPY,market exit,-0.2,250
2021.07.15 20:55:42,USDJPY,market entry,0.0,219
2021.07.15 22:00:03,USDJPY,market exit,0.0,250
2021.07.19 20:00:07,USDJPY,market entry,-0.3,203
2021.07.19 20:36:51,USDJPY,market exit,0.2,203
2021.07.25 21:01:02,USDJPY,market entry,-1.3,844
2021.07.25 22:00:00,USDJPY,market exit,-4.6,438
2021.07.27 20:34:18,USDJPY,market entry,0.2,265
2021.07.27 22:00:43,USDJPY,market exit,0.0,234
2021.07.29 20:51:46,USDJPY,market entry,0.0,328
2021.07.29 21:54:04,USDJPY,market exit,0.0,172
2021.08.05 20:05:57,USDJPY,market entry,-0.9,266
2021.08.05 20:07:31,USDJPY,market exit,-0.1,250
2021.08.09 20:00:01,USDJPY,market entry,0.3,1188
2021.08.09 21:42:39,USDJPY,market exit,-0.1,172
2021.08.10 20:36:10,USDJPY,market entry,-0.1,172
2021.08.10 21:01:17,USDJPY,market exit,0.0,312
2021.08.16 20:27:15,USDJPY,market entry,0.1,250
2021.08.16 22:00:00,USDJPY,market exit,0.1,281
2021.08.19 20:10:13,USDJPY,market entry,0.1,313
2021.08.19 22:00:43,USDJPY,market exit,0.0,282
2021.08.23 20:29:01,USDJPY,market entry,0.0,188
2021.08.23 22:00:00,USDJPY,market exit,0.0,422
2021.08.24 20:36:43,USDJPY,market entry,-0.1,281
2021.08.24 21:21:13,USDJPY,market exit,0.2,375
2021.08.26 20:21:01,USDJPY,market entry,-0.1,250
2021.08.26 21:42:23,USDJPY,market exit,-0.3,360
2021.08.30 20:14:40,USDJPY,market entry,0.0,266
2021.08.30 22:46:23,USDJPY,market exit,0.0,265
2021.08.31 20:00:08,USDJPY,market entry,0.1,3468
2021.08.31 20:33:21,USDJPY,market exit,0.0,218
2021.09.05 21:35:19,USDJPY,market entry,0.0,250
2021.09.05 22:00:21,USDJPY,market exit,0.0,312
2021.09.07 21:02:03,USDJPY,market entry,-0.2,281
2021.09.07 22:03:37,USDJPY,market exit,0.0,281
2021.09.14 20:00:00,USDJPY,market entry,-0.2,687
2021.09.14 22:30:03,USDJPY,market exit,0.0,453
2021.09.16 20:32:44,USDJPY,market entry,0.1,391
2021.09.16 21:56:01,USDJPY,market exit,-0.1,250
2021.09.23 20:05:52,USDJPY,market entry,0.0,219
2021.09.23 21:32:01,USDJPY,market exit,0.0,188
2021.09.26 21:01:02,USDJPY,market entry,0.0,672
2021.09.26 22:00:08,USDJPY,market exit,0.0,297
2021.09.30 20:18:07,USDJPY,market entry,-0.1,453
2021.09.30 21:22:08,USDJPY,market exit,0.0,563
2021.10.03 21:01:00,USDJPY,market entry,0.0,218
2021.10.03 22:00:30,USDJPY,market exit,0.1,390
2021.10.05 20:42:35,USDJPY,market entry,0.1,266
2021.10.05 21:55:43,USDJPY,market exit,0.4,297
2021.10.07 20:00:02,USDJPY,market entry,-0.2,2734
2021.10.07 20:26:52,USDJPY,market exit,0.0,219
2021.10.07 20:37:15,USDJPY,market entry,0.0,812
2021.10.07 21:05:38,USDJPY,market exit,-0.6,219
2021.10.11 20:00:05,USDJPY,market entry,0.0,5796
2021.10.11 20:29:24,USDJPY,market exit,0.0,312
2021.10.11 20:38:37,USDJPY,market entry,0.0,297
2021.10.11 22:00:11,USDJPY,market exit,0.0,359
2021.10.14 20:05:46,USDJPY,market entry,0.0,187
2021.10.14 21:58:56,USDJPY,market exit,0.0,204
2021.10.18 20:00:18,USDJPY,market entry,-0.1,8406
2021.10.18 22:00:33,USDJPY,market exit,0.0,172
2021.10.21 20:00:01,USDJPY,market entry,0.0,1360
2021.10.21 21:01:04,USDJPY,market exit,0.0,594
2021.10.25 20:01:46,USDJPY,market entry,0.0,266
2021.10.25 20:38:15,USDJPY,market exit,0.0,344
2021.10.26 20:00:17,USDJPY,market entry,0.2,13093
2021.10.26 20:07:00,USDJPY,market exit,0.1,282
2021.10.28 20:01:23,USDJPY,market entry,-0.1,500
2021.10.28 21:59:18,USDJPY,market exit,0.0,203
2021.11.02 20:21:50,USDJPY,market entry,0.0,297
2021.11.02 20:34:03,USDJPY,market exit,0.2,171
2021.11.04 20:22:39,USDJPY,market entry,0.0,187
2021.11.04 22:00:02,USDJPY,market exit,0.0,312
2021.11.07 22:05:02,USDJPY,market entry,0.0,250
2021.11.07 22:59:24,USDJPY,market exit,0.2,265
2021.11.08 22:48:44,USDJPY,market entry,0.0,172
2021.11.08 23:00:19,USDJPY,market exit,0.9,156
2021.11.09 22:03:01,USDJPY,market entry,0.0,156
2021.11.09 22:40:31,USDJPY,market exit,0.0,172
2021.11.09 22:43:24,USDJPY,market entry,0.0,156
2021.11.09 22:54:56,USDJPY,market exit,0.0,282
2021.11.10 22:00:01,USDJPY,market entry,0.0,234
2021.11.10 22:15:01,USDJPY,market exit,0.0,187
2021.11.10 22:28:11,USDJPY,market entry,0.0,172
2021.11.10 22:58:21,USDJPY,market exit,0.4,172
2021.11.15 21:00:03,USDJPY,market entry,-0.5,3000
2021.11.15 22:12:36,USDJPY,market exit,0.0,250
2021.11.21 22:01:40,USDJPY,market entry,0.0,266
2021.11.21 22:30:26,USDJPY,market exit,0.0,219
2021.11.22 21:00:01,USDJPY,market entry,0.0,1375
2021.11.22 22:05:57,USDJPY,market exit,0.6,219
2021.11.23 21:00:02,USDJPY,market entry,-0.3,2219
2021.11.23 22:15:28,USDJPY,market exit,0.0,218
2021.11.23 22:42:32,USDJPY,market entry,-0.4,640
2021.11.23 23:15:00,USDJPY,market exit,0.0,203
2021.11.25 21:30:24,USDJPY,market entry,-0.7,157
2021.11.25 22:21:52,USDJPY,market exit,0.0,188
2021.11.28 22:01:40,USDJPY,market entry,0.0,219
2021.11.28 22:22:11,USDJPY,market exit,0.5,141
2021.11.30 21:00:07,USDJPY,market entry,0.0,6281
2021.11.30 21:30:16,USDJPY,market exit,0.0,140
2021.11.30 21:35:38,USDJPY,market entry,0.0,157
2021.12.01 00:02:30,USDJPY,market exit,0.2,250
2021.12.02 21:01:49,USDJPY,market entry,0.0,156
2021.12.02 21:04:39,USDJPY,market exit,0.0,203
2021.12.02 21:45:08,USDJPY,market entry,0.1,188
2021.12.02 22:42:50,USDJPY,market exit,0.1,172
2021.12.02 22:49:22,USDJPY,market entry,-0.1,172
2021.12.02 23:05:22,USDJPY,market exit,-0.1,141
2021.12.05 22:13:25,USDJPY,market entry,-0.1,297
2021.12.05 23:49:43,USDJPY,market exit,0.0,109
2021.12.06 21:43:00,USDJPY,market entry,-0.1,203
2021.12.06 22:31:35,USDJPY,market exit,-0.7,203
2021.12.07 21:00:03,USDJPY,market entry,-1.0,3359
2021.12.07 21:54:11,USDJPY,market exit,-0.2,250
2021.12.08 22:47:39,USDJPY,market entry,0.0,157
2021.12.08 23:00:27,USDJPY,market exit,0.0,281
2021.12.13 21:00:07,USDJPY,market entry,-0.4,6984
2021.12.13 22:02:07,USDJPY,market exit,0.0,250
2021.12.16 21:19:50,USDJPY,market entry,0.0,203
2021.12.16 22:48:27,USDJPY,market exit,0.0,297
2021.12.16 22:53:29,USDJPY,market entry,0.2,203
2021.12.16 23:03:46,USDJPY,market exit,0.2,234
2021.12.19 22:09:34,USDJPY,market entry,0.1,234
2021.12.19 22:53:53,USDJPY,market exit,0.0,203
2021.12.20 21:44:27,USDJPY,market entry,-0.1,282
2021.12.20 22:36:25,USDJPY,market exit,0.0,250
2022.01.10 21:01:06,USDJPY,market entry,0.1,328
2022.01.10 21:35:03,USDJPY,market exit,-0.1,172
2022.01.10 21:55:51,USDJPY,market entry,0.1,203
2022.01.10 22:38:48,USDJPY,market exit,0.0,282
