2021.07.12 20:00:00,GBPUSD,market entry,0.3,281
2021.07.12 21:59:14,GBPUSD,market exit,-4.2,265
2021.07.15 20:00:01,GBPUSD,market entry,-1.7,609
2021.07.15 22:00:22,GBPUSD,market exit,-0.2,281
2021.07.19 20:58:58,GBPUSD,market entry,0.0,203
2021.07.19 22:00:05,GBPUSD,market exit,-0.1,203
2021.07.20 20:01:33,GBPUSD,market entry,0.0,266
2021.07.20 20:35:55,GBPUSD,market exit,0.0,203
2021.07.26 20:32:19,GBPUSD,market entry,0.5,203
2021.07.26 20:54:42,GBPUSD,market exit,-0.4,204
2021.07.26 21:52:49,GBPUSD,market entry,0.0,172
2021.07.26 22:09:12,GBPUSD,market exit,0.0,281
2021.07.29 20:02:05,GBPUSD,market entry,-0.5,219
2021.07.29 22:00:18,GBPUSD,market exit,-1.2,422
2021.08.02 20:22:58,GBPUSD,market entry,-0.2,235
2021.08.02 22:00:15,GBPUSD,market exit,0.0,563
2021.08.05 20:01:57,GBPUSD,market entry,0.2,234
2021.08.05 21:30:39,GBPUSD,market exit,0.0,657
2021.08.09 20:00:00,GBPUSD,market entry,-0.1,438
2021.08.09 21:56:11,GBPUSD,market exit,0.1,157
2021.08.12 20:55:50,GBPUSD,market entry,-1.6,203
2021.08.12 23:02:02,GBPUSD,market exit,-0.1,250
2021.08.16 20:02:20,GBPUSD,market entry,0.0,250
2021.08.16 20:38:34,GBPUSD,market exit,0.0,203
2021.08.16 20:56:30,GBPUSD,market entry,-1.9,297
2021.08.16 23:20:10,GBPUSD,market exit,0.0,250
2021.08.19 20:00:01,GBPUSD,market entry,-0.4,1656
2021.08.19 21:01:00,GBPUSD,market exit,0.0,312
2021.08.19 21:05:46,GBPUSD,market entry,0.0,250
2021.08.19 21:35:27,GBPUSD,market exit,-8.3,406
2021.08.23 20:09:35,GBPUSD,market entry,0.0,313
2021.08.23 22:00:19,GBPUSD,market exit,0.0,782
2021.08.24 20:00:03,GBPUSD,market entry,0.1,2531
2021.08.24 20:39:19,GBPUSD,market exit,0.0,437
2021.08.26 20:46:01,GBPUSD,market entry,0.0,281
2021.08.26 23:46:26,GBPUSD,market exit,0.0,234
2021.08.30 20:26:03,GBPUSD,market entry,0.0,250
2021.08.30 21:02:01,GBPUSD,market exit,0.0,969
2021.08.31 20:00:02,GBPUSD,market entry,0.0,2687
2021.08.31 20:52:33,GBPUSD,market exit,-0.7,281
2021.08.31 20:56:07,GBPUSD,market entry,0.0,203
2021.08.31 22:31:49,GBPUSD,market exit,-0.2,437
2021.09.07 20:00:12,GBPUSD,market entry,-0.1,10266
2021.09.07 21:35:27,GBPUSD,market exit,0.0,328
2021.09.08 21:29:24,GBPUSD,market entry,-0.1,281
2021.09.08 22:42:46,GBPUSD,market exit,0.0,407
2021.09.13 20:00:01,GBPUSD,market entry,-0.1,1579
2021.09.13 22:50:39,GBPUSD,market exit,0.2,172
2021.09.16 20:11:57,GBPUSD,market entry,0.1,281
2021.09.16 20:52:41,GBPUSD,market exit,-0.3,281
2021.09.20 20:00:04,GBPUSD,market entry,-0.9,3890
2021.09.20 21:27:13,GBPUSD,market exit,0.0,204
2021.09.23 20:00:01,GBPUSD,market entry,0.5,1328
2021.09.23 22:05:03,GBPUSD,market exit,-0.1,250
2021.09.27 20:58:31,GBPUSD,market entry,-1.1,687
2021.09.27 21:49:22,GBPUSD,market exit,-0.8,750
2021.10.06 21:01:03,GBPUSD,market entry,-0.3,1672
2021.10.06 22:02:08,GBPUSD,market exit,0.0,203
2021.10.07 20:37:15,GBPUSD,market entry,0.0,563
2021.10.07 22:23:18,GBPUSD,market exit,0.0,250
2021.10.11 20:00:05,GBPUSD,market entry,-7.1,5781
2021.10.11 22:00:10,GBPUSD,market exit,0.0,328
2021.10.12 20:30:02,GBPUSD,market entry,0.0,765
2021.10.12 22:31:39,GBPUSD,market exit,0.0,594
2021.10.18 20:31:31,GBPUSD,market entry,-0.1,266
2021.10.18 21:57:35,GBPUSD,market exit,0.0,391
2021.10.21 20:02:43,GBPUSD,market entry,-0.2,250
2021.10.21 22:35:38,GBPUSD,market exit,-0.1,204
2021.10.25 20:02:50,GBPUSD,market entry,0.0,234
2021.10.25 20:38:23,GBPUSD,market exit,0.0,250
2021.10.26 20:02:02,GBPUSD,market entry,0.1,235
2021.10.26 20:22:09,GBPUSD,market exit,0.0,313
2021.10.28 20:17:04,GBPUSD,market entry,-0.1,281
2021.10.28 22:11:03,GBPUSD,market exit,-0.3,234
2021.11.01 20:00:09,GBPUSD,market entry,-0.4,7422
2021.11.01 20:24:02,GBPUSD,market exit,-0.2,281
2021.11.01 20:54:48,GBPUSD,market entry,0.0,172
2021.11.01 22:01:20,GBPUSD,market exit,0.0,297
2021.11.02 20:20:15,GBPUSD,market entry,0.0,172
2021.11.02 21:31:53,GBPUSD,market exit,-1.6,437
2021.11.07 22:02:57,GBPUSD,market entry,-0.3,407
2021.11.07 22:47:01,GBPUSD,market exit,0.0,250
2021.11.10 22:24:42,GBPUSD,market entry,0.0,188
2021.11.10 23:02:39,GBPUSD,market exit,0.0,235
2021.11.11 21:00:14,GBPUSD,market entry,0.5,7125
2021.11.11 21:21:37,GBPUSD,market exit,0.0,282
2021.11.15 21:00:02,GBPUSD,market entry,-1.1,2078
2021.11.15 23:01:33,GBPUSD,market exit,-0.2,188
2021.12.06 21:55:00,GBPUSD,market entry,0.0,157
2021.12.06 22:30:13,GBPUSD,market exit,-3.0,375
2021.12.07 21:00:01,GBPUSD,market entry,0.2,1765
2021.12.07 22:10:11,GBPUSD,market exit,0.0,203
2021.12.13 21:00:07,GBPUSD,market entry,-0.3,6953
2021.12.13 23:04:33,GBPUSD,market exit,-0.1,219
2021.12.16 21:00:00,GBPUSD,market entry,-0.1,563
2021.12.16 23:02:26,GBPUSD,market exit,-0.2,547
2022.01.10 21:00:03,GBPUSD,market entry,-0.2,2625
2022.01.10 22:09:14,GBPUSD,market exit,-3.2,515
